ID	Name	GPR	LB	UB	Equation	Subsystem
R_ENZRXN3EM_1476	xanthine phosphoribosyltransferase	( PFLU5962 )	0.0	1000.0	M_r676 + M_r1110 <=> M_r942 + M_r1121	
R_MIRXN_44	Isocitrate uptake		0.0	1000.0	M_r137 <=> M_r299	
R_MIRXN_46	L-alanine uptake		0.0	1000.0	M_r139 <=> M_r332	
R_MIRXN_101	L-arabinose uptake		0.0	1000.0	M_r327 <=> M_r525	
R_MIRXN_47	L-arginine uptake		0.0	1000.0	M_r140 <=> M_r1161	
R_MIRXN_102	Aspartate uptake		0.0	1000.0	M_r141 <=> M_r1166	
R_MIRXN_49	L-carnitine uptake		0.0	1000.0	M_r142 <=> M_r300	
R_MIRXN_50	L-cysteine uptake		0.0	1000.0	M_r143 <=> M_r340	
R_MIRXN_51	L-glutamate uptake		0.0	1000.0	M_r144 <=> M_r1178	
R_MIRXN_52	L-glutamine uptake		0.0	1000.0	M_r145 <=> M_r1182	
R_MIRXN_53	L-histidine uptake		0.0	1000.0	M_r147 <=> M_r1185	
R_MIRXN_54	L-isoleucine uptake		0.0	1000.0	M_r148 <=> M_r330	
R_MIRXN_55	L-lactate uptake		0.0	1000.0	M_r149 <=> M_r302	
R_MIRXN_56	L-leucine uptake		0.0	1000.0	M_r150 <=> M_r329	
R_MIRXN_57	L-lysine uptake		0.0	1000.0	M_r151 <=> M_r341	
R_MIRXN_59	L-methionine uptake		0.0	1000.0	M_r153 <=> M_r336	
R_MIRXN_78	Ornithine uptake		0.0	1000.0	M_r174 <=> M_r1208	
R_MIRXN_60	L-phenylalanine uptake		0.0	1000.0	M_r154 <=> M_r338	
R_MIRXN_61	L-proline uptake		0.0	1000.0	M_r155 <=> M_r1212	
R_MIRXN_62	L-serine uptake		0.0	1000.0	M_r156 <=> M_r1215	
R_MIRXN_63	L-threonine uptake		0.0	1000.0	M_r158 <=> M_r339	
R_MIRXN_103	L-tryptophan uptake		0.0	1000.0	M_r345 <=> M_r337	
R_MIRXN_64	L-tyrosine uptake		0.0	1000.0	M_r159 <=> M_r331	
R_MIRXN_65	L-valine uptake		0.0	1000.0	M_r160 <=> M_r333	
R_MIRXN_58	L-malate uptake		0.0	1000.0	M_r152 <=> M_r303	
R_MIRXN_67	Malonate uptake		0.0	1000.0	M_r162 <=> M_r1226	
R_MIRXN_70	Maltose uptake		0.0	1000.0	M_r165 <=> M_r305	
R_MIRXN_26	D-mannitol uptake		0.0	1000.0	M_r117 <=> M_r289	
R_ENZRXN3EM_394	ribonucleoside-diphosphate reductase	( 4_PFLU4768 and 4_PFLU4726 )	0.0	1000.0	M_r496 + M_r745 <=> M_r1082 + M_r497 + M_r878	
R_ENZRXN3EM_1212	putative ribonucleoside-diphosphate reductase beta chain	( PFLU2783 )	0.0	1000.0	M_r1082 + M_r497 + M_r878 <=> M_r496 + M_r745	
R_MIRXN_27	Mannose uptake		0.0	1000.0	M_r118 <=> M_r291	
R_MIRXN_99	Methanesulfonate uptake		0.0	1000.0	M_r315 <=> M_r314	
R_MIRXN_66	Magnesium uptake		0.0	1000.0	M_r161 <=> M_r1255	
R_MIRXN_71	Manganere uptake		0.0	1000.0	M_r166 <=> M_r307	
R_MIRXN_72	Molybdenum uptake		0.0	1000.0	M_r167 <=> M_r1262	
R_MIRXN_74	Nicotinamide mononucleotide uptake		0.0	1000.0	M_r170 <=> M_r1315	
R_MIRXN_76	Nitrite uptake		0.0	1000.0	M_r172 <=> M_r308	
R_MIRXN_75	Nitrate uptake		0.0	1000.0	M_r171 <=> M_r1324	
R_MIRXN_77	O2 uptake		0.0	1000.0	M_r173 <=> M_r309	
R_MIRXN_100	pentanesulfonate uptake		0.0	1000.0	M_r325 <=> M_r324	
R_MIRXN_79	Phosphate uptake		0.0	1000.0	M_r175 <=> M_r1365	
R_MIRXN_80	Phosphonate uptake		0.0	1000.0	M_r176 <=> M_r1370	
R_MIRXN_4	4-hydroxybenzoate uptake		0.0	1000.0	M_r92 <=> M_r1378	
R_MIRXN_94	Heme uptake		0.0	1000.0	M_r192 <=> M_r787 + M_r1400	
R_MIRXN_81	Putrescine uptake		0.0	1000.0	M_r177 <=> M_r1406	
R_MIRXN_35	Glycerol-3-phosphate uptake		0.0	1000.0	M_r127 <=> M_r1453	
R_MIRXN_82	Spermidine uptake		0.0	1000.0	M_r178 <=> M_r310	
R_MIRXN_83	Succinate uptake		0.0	1000.0	M_r180 <=> M_r311	
R_MIRXN_84	Sulfate uptake		0.0	1000.0	M_r181 <=> M_r1462	
R_MIRXN_85	Taurine uptake		0.0	1000.0	M_r182 <=> M_r1467	
R_MIRXN_87	Thiosulfate uptake		0.0	1000.0	M_r184 <=> M_r1481	
R_MIRXN_88	Trehalose uptake		0.0	1000.0	M_r185 <=> M_r1518	
R_MIRXN_86	Tetradecanoate uptake		0.0	1000.0	M_r183 <=> M_r30	
R_MIRXN_89	Uptake of uracil		0.0	1000.0	M_r186 <=> M_r439	
R_ENZRXN3EM_1211	putative ribonucleoside-diphosphate reductase beta chain	( PFLU2783 )	0.0	1000.0	M_r1082 + M_r909 + M_r497 <=> M_r496 + M_r1021	
R_ENZRXN3EM_396	ribonucleoside-diphosphate reductase	( 4_PFLU4768 and 4_PFLU4726 )	0.0	1000.0	M_r496 + M_r1021 <=> M_r1082 + M_r909 + M_r497	
R_MIRXN_95	Xanthine uptake		0.0	1000.0	M_r193 <=> M_r451	
R_MIRXN_96	Zn2+ uptake		0.0	1000.0	M_r194 <=> M_r457	
R_ENZRXN3EM_1585	Alginate export_DA for glycerol	( 3EM-165 and PFLU0988 and PFLU0987 and 3EM-166 and PFLU0985 and PFLU0984 )	0.0	1000.0	0.32 M_r727 + 0.68 M_r1239 <=> M_r1540	
R_ENZRXN3EM_1586	Alginate export_DA for fructose	( 3EM-165 and PFLU0988 and PFLU0987 and 3EM-166 and PFLU0985 and PFLU0984 )	0.0	1000.0	0.19 M_r727 + 0.81 M_r1239 <=> M_r1539	
R_MERXN_1	2-Dehydro-D-gluconate excretion		0.0	1000.0	M_r1446 <=> M_r195	
R_MERXN_67	3-phenylpropionate excretion		0.0	1000.0	M_r610 <=> M_r271	
R_MERXN_3	GABA excretion		0.0	1000.0	M_r626 <=> M_r197	
R_MERXN_5	Acetate excretion		0.0	1000.0	M_r717 <=> M_r199	
R_MERXN_6	Allantoin excretion		0.0	1000.0	M_r760 <=> M_r203	
R_MERXN_2	alpha-ketoglutarate excretion		0.0	1000.0	M_r1313 <=> M_r196	
R_MERXN_7	Ammonia drain		0.0	1000.0	M_r771 <=> M_r204	
R_MERXN_9	ATP drain		0.0	1000.0	M_r787 <=> M_r206	
R_GROWTH	Export of biomass		0.0	1000.0	M_r350 <=> M_r349	
R_MERXN_11	Choline excretion		0.0	1000.0	M_r823 <=> M_r208	
R_MERXN_74	Choline sulfate excretion		0.0	1000.0	M_r824 <=> M_r1538	
R_MERXN_12	Citrate excretion		0.0	1000.0	M_r834 <=> M_r209	
R_MERXN_13	CO2 excretion		0.0	1000.0	M_r843 <=> M_r210	
R_MERXN_14	Cytosine excretion		0.0	1000.0	M_r868 <=> M_r211	
R_MERXN_15	D-alanine excretion		0.0	1000.0	M_r879 <=> M_r213	
R_MERXN_18	Decanoate excretion		0.0	1000.0	M_r26 <=> M_r216	
R_MERXN_16	D-cysteine excretion		0.0	1000.0	M_r891 <=> M_r214	
R_MERXN_26	Dodecanoate excretion		0.0	1000.0	M_r27 <=> M_r226	
R_MERXN_19	Galactonate excretion		0.0	1000.0	M_r906 <=> M_r217	
R_MERXN_68	D-glucarate excretion		0.0	1000.0	M_r910 <=> M_r272	
R_MERXN_22	D-lactate excretion		0.0	1000.0	M_r953 <=> M_r220	
R_MERXN_23	D-malate excretion		0.0	1000.0	M_r287 <=> M_r221	
R_MERXN_25	D-methionine excretion		0.0	1000.0	M_r956 <=> M_r225	
R_MERXN_17	D-serine excretion		0.0	1000.0	M_r966 <=> M_r215	
R_MERXN_27	Fumarate excretion		0.0	1000.0	M_r1016 <=> M_r227	
R_MERXN_20	Gluconate excretion		0.0	1000.0	M_r1038 <=> M_r218	
R_MERXN_21	D-glyceraldehyde excretion		0.0	1000.0	M_r1055 <=> M_r219	
R_MERXN_28	Glycerol excretion		0.0	1000.0	M_r1057 <=> M_r228	
R_MERXN_30	Glycine excretion		0.0	1000.0	M_r1060 <=> M_r230	
R_MERXN_31	Glycolate excretion		0.0	1000.0	M_r1065 <=> M_r231	
R_MERXN_33	H2 excretion		0.0	1000.0	M_r1079 <=> M_r233	
R_MERXN_10	Bicarbonate drain		0.0	1000.0	M_r1085 <=> M_r207	
R_MERXN_35	Hexadecanoate excretion		0.0	1000.0	M_r342 <=> M_r236	
R_MERXN_71	Heme excretion		0.0	1000.0	M_r504 <=> M_r275	
R_MERXN_69	Hg excretion		0.0	1000.0	M_r1094 <=> M_r273	
R_MERXN_60	Homoserine excretion		0.0	1000.0	M_r1099 <=> M_r263	
R_MERXN_36	Hexanoate excretion		0.0	1000.0	M_r343 <=> M_r237	
R_MERXN_37	Isocitrate excretion		0.0	1000.0	M_r1129 <=> M_r238	
R_MERXN_39	L-alanine excretion		0.0	1000.0	M_r1156 <=> M_r240	
R_MERXN_40	L-arginine excretion		0.0	1000.0	M_r1160 <=> M_r241	
R_MERXN_41	L-aspartate excretion		0.0	1000.0	M_r1165 <=> M_r205	
R_MERXN_42	L-carnitine excretion		0.0	1000.0	M_r1173 <=> M_r243	
R_MERXN_43	L-cysteine excretion		0.0	1000.0	M_r1174 <=> M_r244	
R_MERXN_44	L-glutamate excretion		0.0	1000.0	M_r1176 <=> M_r245	
R_MERXN_45	L-glutamine excretion		0.0	1000.0	M_r1181 <=> M_r247	
R_MERXN_46	L-histidine excretion		0.0	1000.0	M_r1184 <=> M_r248	
R_MERXN_47	L-isoleucine excretion		0.0	1000.0	M_r1199 <=> M_r249	
R_MERXN_48	L-lactate excretion		0.0	1000.0	M_r1201 <=> M_r250	
R_MERXN_49	L-leucine excretion		0.0	1000.0	M_r1204 <=> M_r251	
R_MERXN_50	L-lysine excretion		0.0	1000.0	M_r1205 <=> M_r252	
R_MERXN_52	L-methionine excretion		0.0	1000.0	M_r1206 <=> M_r254	
R_MERXN_63	Ornithine excretion		0.0	1000.0	M_r1207 <=> M_r266	
R_MERXN_53	L-phenylalanine excretion		0.0	1000.0	M_r1210 <=> M_r255	
R_MERXN_54	L-proline excretion		0.0	1000.0	M_r1211 <=> M_r256	
R_MERXN_55	L-serine excretion		0.0	1000.0	M_r1213 <=> M_r258	
R_MERXN_56	L-threonine excretion		0.0	1000.0	M_r1216 <=> M_r259	
R_MERXN_73	L-Tryptophan excretion		0.0	1000.0	M_r1217 <=> M_r347	
R_MERXN_57	L-tyrosine excretion		0.0	1000.0	M_r1218 <=> M_r260	
R_MERXN_58	L-valine excretion		0.0	1000.0	M_r1219 <=> M_r261	
R_MERXN_51	L-malate excretion		0.0	1000.0	M_r1220 <=> M_r253	
R_MERXN_59	Malonate excretion		0.0	1000.0	M_r1223 <=> M_r262	
R_MERXN_24	D-mannitol excretion		0.0	1000.0	M_r1235 <=> M_r222	
R_MERXN_62	Nicotinamide mononucleotide excretion		0.0	1000.0	M_r1312 <=> M_r265	
R_MERXN_4	4-hydroxybenzoate excretion		0.0	1000.0	M_r1377 <=> M_r198	
R_MERXN_70	Heme excretion		0.0	1000.0	M_r1399 <=> M_r274	
R_MERXN_29	Glycerol-3-phosphate excretion		0.0	1000.0	M_r1452 <=> M_r229	
R_MERXN_64	Succinate excretion		0.0	1000.0	M_r1456 <=> M_r267	
R_MERXN_65	Taurine excretion		0.0	1000.0	M_r1466 <=> M_r269	
R_MERXN_66	Tetradecanoate excretion		0.0	1000.0	M_r344 <=> M_r270	
R_MERXN_72	Xanthine excretion		0.0	1000.0	M_r450 <=> M_r276	
R_ENZRXN3EM_1160	putative mandelate racemase	( PFLU2277 )	-1000.0	1000.0	M_r947 <=> M_r892	
R_ENZRXN3EM_1161	putative mandelate racemase	( PFLU2277 )	-1000.0	1000.0	M_r969 <=> M_r914	
R_ENZRXN3EM_1672	NAD+-benzaldehyde dehydrogenase	( PFLU3306 )	-1000.0	1000.0	M_r1082 + M_r1299 + M_r637 <=> M_r1077 + M_r1377 + M_r1300	
R_ENZRXN3EM_9	5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase	( PFLU3271 )	-1000.0	1000.0	M_r1082 + M_r1299 + M_r1479 <=> M_r1077 + M_r1300 + M_r658	
R_ENZRXN3EM_16	2-oxo-hepta-3-ene-1,7-dioic acid hydratase, HpcG	( PFLU3275 )	-1000.0	1000.0	M_r1082 + M_r1490 <=> M_r634	
R_ENZRXN3EM_214	putative aldehyde dehydrogenase	( PFLU5976 )	-1000.0	1000.0	M_r1082 + M_r1299 + M_r580 <=> M_r1077 + M_r582 + M_r1300	
R_ENZRXN3EM_598	3,4-dihydroxyphenylacetate 2,3-dioxygenase	( PFLU3272 )	-1000.0	1000.0	M_r1330 + M_r582 <=> M_r1479	
R_ENZRXN3EM_23	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase, HpcH	( PFLU3276 )	-1000.0	1000.0	M_r634 <=> M_r1416 + M_r1458	
R_ENZRXN3EM_24__ENZRXN3EM_600	Bifunctional; OPET decarboxylase+HHDD isomerase; HpcE/HpaG__putative 5-carboxymethyl-2-oxo-hex-3-ene-1,7- dioate decarboxylase	( PFLU3269 ) or ( PFLU3270 )	0.0	1000.0	M_r657 <=> M_r843 + M_r1490	
R_ENZRXN3EM_26__ENZRXN3EM_597	Bifunctional; OPET decarboxylase+HHDD isomerase; HpcE/HpaG__5-carboxymethyl-2-hydroxymuconate delta-isomerase	( PFLU3269 ) or ( PFLU3273 )	-1000.0	1000.0	M_r658 <=> M_r657	
R_MVRXN_258	L-alanine transaminase	( PFLU1731 )	-1000.0	1000.0	M_r1156 + M_r1313 <=> M_r1416 + M_r1176	
R_ENZRXN3EM_216	alanine racemase, catabolic	( PFLU5966 )	-1000.0	1000.0	M_r1156 <=> M_r879	
R_ENZRXN3EM_1486__ENZRXN3EM_483	putative L-asparaginase__putative L-asparaginase II precursor	( PFLU6059 ) or ( PFLU4161 )	0.0	1000.0	M_r1082 + M_r1164 <=> M_r771 + M_r1165	
R_ENZRXN3EM_787	L-aspartate oxidase	( PFLU1465 )	0.0	1000.0	M_r1082 + M_r1165 + M_r1330 <=> M_r1083 + M_r771 + M_r1349	
R_ENZRXN3EM_1223	putative aspartate racemase	( PFLU3010 )	-1000.0	1000.0	M_r1165 <=> M_r885	
R_ENZRXN3EM_194	aspartate ammonia-lyase	( PFLU6057 )	0.0	1000.0	M_r1165 <=> M_r771 + M_r1016	
R_ENZRXN3EM_1390__ENZRXN3EM_405	putative alanyl-tRNA synthetase__alanyl-tRNA synthetase	( PFLU4627 ) or ( PFLU4748 )	0.0	1000.0	M_r787 + M_r1494 + M_r1156 <=> M_r942 + M_r64 + M_r773	
R_ENZRXN3EM_374	aspartyl-tRNA synthetase	( PFLU4917 )	0.0	1000.0	M_r787 + M_r1165 + M_r1497 <=> M_r942 + M_r773 + M_r66	
R_ENZRXN3EM_1358	putative asparagine synthetase	( PFLU4320 )	0.0	1000.0	M_r787 + M_r771 + M_r1165 <=> M_r942 + M_r1164 + M_r773	
R_ENZRXN3EM_1359	putative asparagine synthetase	( PFLU4320 )	0.0	1000.0	M_r1082 + M_r1181 + M_r787 + M_r1165 <=> M_r942 + M_r1176 + M_r1164 + M_r773	
R_ENZRXN3EM_1590	Alginate acetylation complex	( PFLU0982 and PFLU0981 and PFLU0980 )	0.0	1000.0	M_r1239 + M_r726 <=> M_r850 + M_r727	
R_ENZRXN3EM_174	Alginate polymerase	( 3EM-165 and PFLU0988 and PFLU0987 and 3EM-166 and PFLU0985 and PFLU0984 )	0.0	1000.0	M_r755 <=> M_r756	
R_ENZRXN3EM_130_ENZRXN3EM_1612__ENZRXN3EM_1614	mannose-1-phosphate guanylyltransferase__GDP-mannose pyrophosphorylase / phosphomannose isomerase (bifunctional)__GDP-mannose pyrophosphorylase	( PFLU3664 ) or ( PFLU0979 ) or ( PFLU2081 )	0.0	1000.0	M_r1070 + M_r1202 <=> M_r942 + M_r1027	
R_ENZRXN3EM_1013	phosphomannomutase	( PFLU5986 )	-1000.0	1000.0	M_r1202 <=> M_r1238	
R_ENZRXN3EM_865	GDP-mannose 6-dehydrogenase	( PFLU0990 )	-1000.0	1000.0	M_r1082 + 2.0 M_r1299 + M_r1027 <=> 2.0 M_r1077 + M_r1032 + 2.0 M_r1300	
R_ENZRXN3EM_1302	GDP-mannose mannosyl hydrolase	( PFLU3665 )	-1000.0	1000.0	M_r1082 + M_r1027 <=> M_r1021 + M_r1237	
R_ENZRXN3EM_1595	Alginate polymerase	( 3EM-165 and PFLU0988 and PFLU0987 and 3EM-166 and PFLU0985 and PFLU0984 )	0.0	1000.0	M_r1082 + M_r1032 <=> M_r1021 + M_r1239	
R_ENZRXN3EM_1554	mannose-6-phosphate isomerase	( PFLU0979 )	-1000.0	1000.0	M_r1238 <=> M_r1013	
R_ENZRXN3EM_458	ureidoglycolate hydrolase	( PFLU4362 )	0.0	1000.0	M_r1082 + M_r981 <=> M_r843 + 2.0 M_r771 + M_r1067	
R_ENZRXN3EM_1497	ureidoglycolate lyase	( PFLU4362 )	0.0	1000.0	M_r981 <=> M_r441 + M_r1067	
R_ENZRXN3EM_1368	putative allantoicase	( PFLU4361 )	0.0	1000.0	M_r1082 + M_r757 <=> M_r441 + M_r981	
R_ENZRXN3EM_1173	putative allantoin permease	( PFLU4643 )	-1000.0	1000.0	M_r761 + M_r1078 <=> M_r760 + M_r1077	
R_ENZRXN3EM_1582	allantoinase	( PFLU4359 )	0.0	1000.0	M_r1082 + M_r1437 <=> M_r757	
R_ENZRXN3EM_1367	putative uricase	( PFLU4360 )	0.0	1000.0	M_r1082 + M_r440 + M_r1330 <=> M_r1083 + M_r667	
R_ENZRXN3EM_1366	putative uricase	( PFLU4360 )	0.0	1000.0	M_r440 + M_r1330 <=> M_r843 + M_r1083 + M_r760	
R_MVRXN_262	putative uricase	( PFLU4360 )	0.0	1000.0	M_r440 + M_r1330 <=> M_r843 + M_r1083 + M_r1437	
R_ENZRXN3EM_695	levansucrase	( PFLU2294 )	-1000.0	1000.0	M_r1460 + M_r1136 <=> M_r581 + M_r1047	
R_ENZRXN3EM_694	levansucrase	( PFLU2294 )	-1000.0	1000.0	2.0 M_r1460 <=> M_r689 + M_r581	
R_ENZRXN3EM_670	2-dehydro-3-deoxygluconokinase	( PFLU2624 )	-1000.0	1000.0	M_r787 + M_r1435 <=> M_r1523 + M_r745	
R_ENZRXN3EM_1533	alpha;-dehydro-beta;-deoxy-D-glucarate aldolase	( PFLU3276 )	-1000.0	1000.0	M_r668 <=> M_r1416 + M_r1465	
R_ENZRXN3EM_916	ribose-phosphate pyrophosphokinase	( PFLU0732 )	-1000.0	1000.0	M_r787 + M_r963 <=> M_r676 + M_r773	
R_ENZRXN3EM_1535	glycerate kinase	( PFLU3004 )	0.0	1000.0	M_r787 + M_r1056 <=> M_r575 + M_r745	
R_ENZRXN3EM_1187__ENZRXN3EM_1485	putative aldose 1-epimerase__putative aldose 1-epimerase	( PFLU2375 ) or ( PFLU6051 )	-1000.0	1000.0	M_r570 <=> M_r647	
R_ENZRXN3EM_1257	putative arginase	( PFLU3261 )	-1000.0	1000.0	M_r1082 + M_r811 <=> M_r1172 + M_r441	
R_ENZRXN3EM_220	argininosuccinate lyase	( PFLU5936 )	0.0	1000.0	M_r812 <=> M_r811 + M_r1016	
